Retailer,Address,CITY,ZIP,County,Game,Year,Month,Winnings
HUCKS FOOD & FUEL 391,501 CIVIC CENTER DRIVE,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,1,32
OLD BARNEYS,112 HOUT ST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,12
OLD BARNEYS,112 HOUT ST,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,2,0
7-ELEVEN 23889E,8000 MACKENZIE RD,AFFTON,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,82
7-ELEVEN 23889E,8000 MACKENZIE RD,AFFTON,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CASEYS 3247,3950 E 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,4
CASEYS 3253,1904 E 20TH ST,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,36
CASEYS 3253,1904 E 20TH ST,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,3,0
CASEYS 3241,7907 N OAK TRAFFICWAY,KANSAS CITY,64118,CLAY,TRIPLE PLAY,2016,1,18
CASEYS 3258,820 S ELLIOTT AVE,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,1,4
CASEYS 3259,102 BACORN AVE,AVA,65608,DOUGLAS,TRIPLE PLAY,2016,1,4
CASEYS 3260,1702 GIBSON ST,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,4
ST JOHNS MARKET,3314 BROWN RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
ST JOHNS MARKET,3314 BROWN RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
ST JOHNS MARKET,3314 BROWN RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
XPRESS LIQUOR & SMOKES 8,11 W 2ND ST,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,4
DIERBERGS-LAKEVIEW POINTE,4655 OSAGE BEACH PKWY,OSAGE BEACH,65065,CAMDEN,TRIPLE PLAY,2016,1,4
TERRE DULAC COUNTRY CLUB,1424 RUE RIVIERA,BONNE TERRE,63628,ST. FRANCOIS,TRIPLE PLAY,2016,1,0
FIFTH STREET BP,1340 S 5TH ST,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,16
WILD HORSE CREEK BP,300 HIGHWAY 109,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,22
WILD HORSE CREEK BP,300 HIGHWAY 109,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
WILD HORSE CREEK BP,300 HIGHWAY 109,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
J-N-J LIQUOR & MORE,9504 PLEASANT HILL RD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,0
HUCKS FOOD & FUEL 389,3700 JEFFCO BLVD,ARNOLD,63010,JEFFERSON,TRIPLE PLAY,2016,1,28
MSL STATE FAIR 20 BIN,1823 SOUTHRIDGE DR,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,0
COUNTY MARKET 390,500 W JACKSON ST,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,16
COUNTY MARKET 392,1555 W HWY 54,VANDALIA,63382,AUDRAIN,TRIPLE PLAY,2016,1,0
COUNTY MARKET 392,1555 W HWY 54,VANDALIA,63382,AUDRAIN,TRIPLE PLAY,2016,2,0
COUNTY MARKET 397,1106 S BUSINESS 61,BOWLING GREEN,63334,PIKE,TRIPLE PLAY,2016,1,4
COUNTY MARKET 399,11 WINFIELD PLAZA,WINFIELD,63389,LINCOLN,TRIPLE PLAY,2016,1,12
PHILLIPS 66,3120 SW STATE ROUTE 7,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,1,0
PHILLIPS 66,3120 SW STATE ROUTE 7,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,2,0
FLYIN W,13011 STATE HWY 96,CARTHAGE,64836,JASPER,TRIPLE PLAY,2016,1,0
DOMINATOR FUELS,29505 OLD HWY 7,GARDEN CITY,64747,CASS,TRIPLE PLAY,2016,1,6
DOMINATOR FUELS,29505 OLD HWY 7,GARDEN CITY,64747,CASS,TRIPLE PLAY,2016,2,0
7TH HEAVEN,200 WASHINGTON ST,CHILLICOTHE,64601,LIVINGSTON,TRIPLE PLAY,2016,1,0
7TH HEAVEN,10 FAIRGROUNDS AVE,HIGGINSVILLE,64037,LAFAYETTE,TRIPLE PLAY,2016,1,0
WHITE OAK STATION 22,11966 HWY 86,NEOSHO,64850,NEWTON,TRIPLE PLAY,2016,1,4
HR LIQUOR MARKET,2963 N ST PETERS PKWY,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,6
RCBS FOODS,1205 WARD AVE,CARUTHERSVILLE,63830,PEMISCOT,TRIPLE PLAY,2016,1,12
I-55 MOTOR PLAZA,1707 HWY Z,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,1,32
I-55 MOTOR PLAZA,1707 HWY Z,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,2,0
I-55 MOTOR PLAZA,1707 HWY Z,PEVELY,63070,JEFFERSON,TRIPLE PLAY,2016,5,0
EXPRESS MART-SECKMAN,2865 SECKMAN RD,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,44
KC LIONS,5425 PROSPECT AVE,KANSAS CITY,64130,JACKSON,TRIPLE PLAY,2016,1,0
KC LIONS,5425 PROSPECT AVE,KANSAS CITY,64130,JACKSON,TRIPLE PLAY,2016,2,0
FREEDOM STOP,503 E WALNUT ST,RAYMORE,64083,CASS,TRIPLE PLAY,2016,1,8
FREEDOM STOP,503 E WALNUT ST,RAYMORE,64083,CASS,TRIPLE PLAY,2016,2,0
DOUBLE DISCOUNT SMOKE & GROC,8360 E BANNISTER RD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,6
ULTIMATE GROCERY,8316 LACKLAND RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,10
BREAK TIME 3138,3200 E STADIUM BLVD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,4
SHAMROCKS PUB N GRILL,4177 VETERANS MEM PKWY,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,4
MOOD'S MARKET,2267 HWY 21 N,CENTERVILLE,63633,REYNOLDS,TRIPLE PLAY,2016,1,70
BHARTI LIQUOR,1672 S ODELL AVE,MARSHALL,65340,SALINE,TRIPLE PLAY,2016,1,0
ANCHOR C-STORE THE,1216 E HWY 60,MOUNTAIN VIEW,65548,HOWELL,TRIPLE PLAY,2016,1,4
ANCHOR C-STORE THE,1216 E HWY 60,MOUNTAIN VIEW,65548,HOWELL,TRIPLE PLAY,2016,2,0
KANSAS CITY FAST STOP,705 E 75TH ST,KANSAS CITY,64131,JACKSON,TRIPLE PLAY,2016,1,6
PETRO MART 24,2401 HWY 109,WILDWOOD,63040,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,46
PASS-N-GAS-FULTON,6603 STATE RD NN,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,4
PASS-N-GAS-RUSSELLVILLE,13108 HWY C,RUSSELLVILLE,65074,COLE,TRIPLE PLAY,2016,1,18
PASS-N-GAS-RUSSELLVILLE,13108 HWY C,RUSSELLVILLE,65074,COLE,TRIPLE PLAY,2016,2,0
PASS-N-GAS-ELDON,605 BUS 54,ELDON,65026,MILLER,TRIPLE PLAY,2016,1,4
CORNER GARDEN BAR & GRILL,317 E MAIN ST,WARSAW,65355,BENTON,TRIPLE PLAY,2016,1,0
KT'S LAST CALL BAR,100 S LYFORD ST,BLAND,65014,GASCONADE,TRIPLE PLAY,2016,1,0
BROADWAY MART,4214 S BROADWAY A,ST LOUIS,63111,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
BROADWAY MART,4214 S BROADWAY A,ST LOUIS,63111,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CUBE EXPRESS STOP,710 HIGHWAY 19,WINONA,65588,SHANNON,TRIPLE PLAY,2016,1,12
FIREHOUSE BAR AND GRILL,3500 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
FIREHOUSE BAR AND GRILL,3500 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
ALS PX WINE & SPIRITS,7475 MEXICO RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,2
PBA LANES & PRO SHOP,901 N MISSOURI ST,POTOSI,63664,WASHINGTON,TRIPLE PLAY,2016,1,28
PBA LANES & PRO SHOP,901 N MISSOURI ST,POTOSI,63664,WASHINGTON,TRIPLE PLAY,2016,2,0
SEDALIA 66,120 EAST 16TH ST,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,22
DOCS STOP,2300 S MAIDEN LN,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,8
TUSCUMBIA EAGLE STOP,1911 HWY 52,TUSCUMBIA,65082,MILLER,TRIPLE PLAY,2016,1,32
TUSCUMBIA EAGLE STOP,1911 HWY 52,TUSCUMBIA,65082,MILLER,TRIPLE PLAY,2016,2,0
FREEBURG EAGLE STOP,101 N HWY 63,FREEBURG,65035,OSAGE,TRIPLE PLAY,2016,1,0
SOUTHWEST EAGLE STOP,1913 SOUTHWEST BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,6
SOUTHWEST EAGLE STOP,1913 SOUTHWEST BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,2,0
17 EAGLE STOP,10306 OLD HWY 54,EUGENE,65032,COLE,TRIPLE PLAY,2016,1,8
CASEYS 3257,3050 S LIMIT AVE,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,64
CASEYS 3257,3050 S LIMIT AVE,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,2,0
XPRESS LIQUOR & SMOKES 7,510 ELLIS BLVD STE A,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,0
DISCOUNT SMOKES & GAS,16390 E 23RD ST,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,12
BEACHHEAD GRILL & PUB,28855 LEGION TRAIL,WARRENTON,63383,WARREN,TRIPLE PLAY,2016,2,0
MARTIN'S DISCOUNT CIGARETTES 1,1400 S JEFFERSON AVE,LEBANON,65536,LACLEDE,TRIPLE PLAY,2016,1,6
CREIGHTON COUNTRY MART,708 A ST,CREIGHTON,64739,CASS,TRIPLE PLAY,2016,1,0
DOUBLE TT STEAKHOUSE & BAR,108 E MAIN ST,DREXEL,64742,CASS,TRIPLE PLAY,2016,1,12
EVERYDAY CONOCO,840 N MONTGALL AVE,KANSAS CITY,64120,JACKSON,TRIPLE PLAY,2016,1,0
MOONLIGHT CORNER #211,211 S NOLAND RD,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,4
TELEGRAPH MOBIL,4591 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,20
TELEGRAPH MOBIL,4591 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
TELEGRAPH MOBIL,4591 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
EXPRESS MART,1331 E BANNISTER RD,KANSAS CITY,64131,JACKSON,TRIPLE PLAY,2016,1,2
CLUBHOUSE BAR AND GRILL THE,9420 GRAVOIS RD,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
BELTON FOOD MART,913 N SCOTT AVE,BELTON,64012,CASS,TRIPLE PLAY,2016,1,0
NISHI EXPRESS MART,4635 GRAVOIS RD,HOUSE SPRINGS,63051,JEFFERSON,TRIPLE PLAY,2016,1,18
NISHI EXPRESS MART,4635 GRAVOIS RD,HOUSE SPRINGS,63051,JEFFERSON,TRIPLE PLAY,2016,2,0
PLEASE STOP,7500 NW RIVER PARK DR,PARKVILLE,64152,PLATTE,TRIPLE PLAY,2016,1,18
QUIKTRIP 178,10601 STATE LINE RD,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,152
QUIKTRIP 178,10601 STATE LINE RD,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,2,0
1230 CLUB,316 N ADAMS ST,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,0
ELMOS SPORTS BAR & GRILL,2925 B LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
SHELL EXPRESS,15740 E US 40 HWY,KANSAS CITY,64136,JACKSON,TRIPLE PLAY,2016,1,6
TRUMAN MART,8301 E TRUMAN RD,KANSAS CITY,64126,JACKSON,TRIPLE PLAY,2016,1,16
STRADERS QUICK STOP,12651 SW HUME ST,HUME,64752,BATES,TRIPLE PLAY,2016,1,4
OAKVILLE SPORTS PUB,6348 TELEGRAPH RD,SAINT LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
GIT N SPLIT,2615 ST JOSEPH AVE,ST JOSEPH,64505,BUCHANAN,TRIPLE PLAY,2016,1,0
DOCS STOP,2703 EAST 32ND ST,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,34
DOCS STOP,2703 EAST 32ND ST,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,2,0
SMOKERZ OUTLET,10 CHARLESTON PLAZA,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,1,4
7-ELEVEN 24442,17801 E US HWY 24,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,1,0
R&R SPORTS BAR & GRILL LLC,505 DIVISION ST,HIGBEE,65257,RANDOLPH,TRIPLE PLAY,2016,1,0
CRAZY DEALS,5310 LEMAY FERRY RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
DISCOUNT LIQUOR BEER,404 MAIN ST,SCOTT CITY,63780,SCOTT,TRIPLE PLAY,2016,1,12
DISCOUNT LIQUOR BEER,404 MAIN ST,SCOTT CITY,63780,SCOTT,TRIPLE PLAY,2016,2,0
NEXT STOP #2,1620 E SUNSHINE ST,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,2
NEXT STOP #3,168 US HWY 60 E,REPUBLIC,65738,GREENE,TRIPLE PLAY,2016,1,98
NEXT STOP #3,168 US HWY 60 E,REPUBLIC,65738,GREENE,TRIPLE PLAY,2016,2,0
FUEL MART,1317 SW MARKET ST,LEES SUMMIT,64081,JACKSON,TRIPLE PLAY,2016,1,0
UNITED MART BP,7430 NATURAL BRIDGE RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
RICKY BOBBY'S PIT STOP,3579 SHEPHERD HILLS EXPY,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,16
VANDEVENTER PHILLIPS 66,733 S VANDEVENTER,ST LOUIS,63110,ST. LOUIS CITY,TRIPLE PLAY,2016,1,10
VANDEVENTER PHILLIPS 66,733 S VANDEVENTER,ST LOUIS,63110,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
LEACH SERVICE,9720 MANCHESTER RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
LILLIAN MARKET,5200 HAMILTON AVE,JENNINGS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
DISCOUNT SMOKES,13011 STATE LINE RD,KANSAS CITY,64145,JACKSON,TRIPLE PLAY,2016,1,0
QUIKTRIP 676R,10768 W FLORISSANT AVE,FERGUSON,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,122
QUIKTRIP 676R,10768 W FLORISSANT AVE,FERGUSON,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DISCOUNT TOBACCO SHOP,11100 E 40 HIGHWAY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,4
PANTRY THE,164 FALL CREEK DR,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,4
TANNERS BAR & GRILL,8250 N CHURCH RD,KANSAS CITY,64158,CLAY,TRIPLE PLAY,2016,1,0
QUICK CHEK MARKET,1801 E MALONE AVE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,2
ISHU INC,300 W ROLLINS ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,0
RUMORS TAVERN,W 115 SPRING ST,ELDORADO SPGS,64744,CEDAR,TRIPLE PLAY,2016,1,0
BREAK TIME 3140,200 S OLIVE ST,HOLDEN,64040,JOHNSON,TRIPLE PLAY,2016,1,6
BREAK TIME 3140,200 S OLIVE ST,HOLDEN,64040,JOHNSON,TRIPLE PLAY,2016,2,0
GEMINI COLUMN 64,56 ROME CIRCLE GATE 56,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,1,0
PETRO MART 23,1430 S KIRKWOOD RD,SUNSET HILLS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,30
UNITED MART 3,9653 ST CHARLES ROCK RD,BRECKNRDG HLS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
EZ CENTER,1901 W 76 COUNTRY BLVD,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,4
CROSSROADS EAGLE STOP,2785 W STATE HWY O,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,4
CROSSROADS EAGLE STOP,2785 W STATE HWY O,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,3,0
7TH HEAVEN,306 W BOURKE ST,MACON,63552,MACON,TRIPLE PLAY,2016,1,0
7TH HEAVEN,1702 N MISSOURI ST,MACON,63552,MACON,TRIPLE PLAY,2016,1,0
7TH HEAVEN,1202 S MISSOURI ST,MACON,63552,MACON,TRIPLE PLAY,2016,1,0
LOVES TRAVEL STOP 488,8349 ENTERPRISE DR,BLOOMSDALE,63627,ST. GENEVIEVE,TRIPLE PLAY,2016,1,4
LOVES TRAVEL STOP 500,21022 STATE HIGHWAY N,EAGLEVILLE,64442,HARRISON,TRIPLE PLAY,2016,1,4
LOVES TRAVEL STOP 461,6124 N BROADWAY ST,ST LOUIS,63147,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
PHILLIPS 66,1901 E MECHANIC ST,HARRISONVILLE,64701,CASS,TRIPLE PLAY,2016,1,0
U GAS 7 TRAILS 233,14807 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,92
U GAS 7 TRAILS 233,14807 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
RHODES FAMILY PRICE CHOPPER,2210 W HWY 76,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,2
FOOD FAIR SUPERMARKET,309 W 4TH ST,APPLETON CITY,64724,ST. CLAIR,TRIPLE PLAY,2016,1,48
FOOD FAIR SUPERMARKET,309 W 4TH ST,APPLETON CITY,64724,ST. CLAIR,TRIPLE PLAY,2016,2,0
ALPS DISCOUNT LIQUOR & SMOKES,2602 S MAIN ST,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,4
MIDLAND MOBIL,11070 MIDLAND BLVD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,36
7-ELEVEN 25702K,8290 ST CHARLES RK RD,CHARLACK,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
AMERICAN LEGION 624,852 AMERICAN LEGION RD,SUNRISE BEACH,65079,CAMDEN,TRIPLE PLAY,2016,1,4
HWY 7 GENERAL STORE,12416 STATE ROUTE 7,LAKE LOTAWANA,64086,JACKSON,TRIPLE PLAY,2016,1,8
AMVETS POST 178,3375 W FARM RD 34,BRIGHTON,65617,GREENE,TRIPLE PLAY,2016,1,12
TOLSON DRUG,226 E HIGH ST,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,0
CONCORDIA EAGLE STOP,201 N MAIN ST,CONCORDIA,64020,LAFAYETTE,TRIPLE PLAY,2016,1,0
CROWN MART 15,3868 DR MARTIN LUTHER KI,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,20
CASEYS 3266,114 N PEARL ST,MILAN,63556,SULLIVAN,TRIPLE PLAY,2016,1,0
CASEYS 3266,114 N PEARL ST,MILAN,63556,SULLIVAN,TRIPLE PLAY,2016,2,0
BELLEFONTAINE CONOCO,10320 BELLEFONTAINE RD,ST LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
CAMERON MARKET THE,1303 N WALNUT ST,CAMERON,64429,DEKALB,TRIPLE PLAY,2016,1,12
QUICK CHECK II,206 E CENTER ST,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,6
MACADOODLES,455 E GREEN MEADOWS RD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,2
DELLWOOD MOBIL MART,9995 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,28
CASES CORNER,1559 E HWY 215,BRIGHTON,65617,POLK,TRIPLE PLAY,2016,1,6
NATURAL BRIDGE MOBIL,5750 NATURAL BRIDGE AVE,ST LOUIS,63120,ST. LOUIS CITY,TRIPLE PLAY,2016,1,2
BRAYMER QUICK SHOP,503 SE HWY 116,BRAYMER,64624,CALDWELL,TRIPLE PLAY,2016,1,0
XTRA MILE,6417 NW 72ND ST,KANSAS CITY,64151,PLATTE,TRIPLE PLAY,2016,1,36
VALERO,6509 RAYTOWN RD,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,56
VALERO,6509 RAYTOWN RD,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,2,0
CORNER SPIRITS,1228 BRYAN RD,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,6
DIRT CHEAP CIGS & BEER,15221 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
DIRT CHEAP CIGS & BEER,15221 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
DIRT CHEAP CIGS & BEER,15221 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
DIRT CHEAP CIGS & BEER,15221 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
HY-VEE GAS,205 NORTH BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,6
HY-VEE GAS,205 NORTH BELT HWY,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,2,0
MEMORY LANES,1616 N MORLEY ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,0
CONOCO GAS STATION,4402 JENNINGS STATION RD,ST LOUIS,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
CAIRO VILLAGE MARKET,101 S LANDRUM ST,CAIRO,65239,RANDOLPH,TRIPLE PLAY,2016,1,64
CAIRO VILLAGE MARKET,101 S LANDRUM ST,CAIRO,65239,RANDOLPH,TRIPLE PLAY,2016,2,0
JACKSON MART,1402 OLD CAPE RD,JACKSON,63755,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,6
A1 MARKET,3336 PERSHALL RD,ST LOUIS,63135,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
GERBES 9125,2900 N PARIS RD,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,0
SPRINGFIELD MARKET LLC,312 PORTER WAGONER BLVD,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,6
KATHY BISSELL LOUNGE,705 CHAMBERS RD,SAINT LOUIS,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
SANU INC,1730 S MORLEY ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,68
CRAWFORD AMOCO,1116 N KINGSHIGHWAY ST,PERRYVILLE,63775,PERRY,TRIPLE PLAY,2016,1,0
JC MART,105 W DUNKLIN ST,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,0
GRAND CITY,4122 N GRAND BLVD,ST LOUIS,63107,ST. LOUIS CITY,TRIPLE PLAY,2016,1,48
GRAND CITY,4122 N GRAND BLVD,ST LOUIS,63107,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
CORNER MARKET,419 W 4TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,0
XPRESS LIQUOR AND SMOKES 9,201 E 5TH ST,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,8
FLORISSANT SHELL,3555 DUNN RD,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,112
FLORISSANT SHELL,3555 DUNN RD,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
MOSER'S FOODS 8,1101 W MONROE,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,8
DISCOUNT SMOKES AND LIQUOR,3459 S STERLING AVE,INDEPENDENCE,64052,JACKSON,TRIPLE PLAY,2016,1,6
DISCOUNT SMOKES AND LIQUOR,3459 S STERLING AVE,INDEPENDENCE,64052,JACKSON,TRIPLE PLAY,2016,2,0
PAGEDALE MARKET,6707 PAGE AVE,ST LOUIS,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
MAYSARA PETRO,11200 N AMBASSADOR DR,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,1,0
MAYSARA PETRO,11200 N AMBASSADOR DR,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,2,0
MAYSARA PETRO,11200 N AMBASSADOR DR,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,3,0
KINGHWY PHILLIPS 66,4300 S KINGSHIGHWAY,ST LOUIS,63109,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
KINGHWY PHILLIPS 66,4300 S KINGSHIGHWAY,ST LOUIS,63109,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
FOWLERS ZX,1220 S BIG BEND BLVD,RICHMOND HEIGHTS,63117,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,28
ANDREW COUNTY OIL,8751 HIGHWAY 71,SAVANNAH,64485,ANDREW,TRIPLE PLAY,2016,4,0
END ZONE SPORTS BAR & GRILL,3129 W BROADWAY BLVD,SEDALIA,65301,PETTIS,TRIPLE PLAY,2016,1,0
JESSE'S LAST STOP 2,503 N US HWY 71,SAVANNAH,64485,ANDREW,TRIPLE PLAY,2016,1,4
JESSE'S LAST STOP 2,503 N US HWY 71,SAVANNAH,64485,ANDREW,TRIPLE PLAY,2016,3,0
JESSE'S LAST STOP 1,6101 N BELT HWY,ST JOSEPH,64506,ANDREW,TRIPLE PLAY,2016,1,100
JESSE'S LAST STOP 3,1053 HWY 71,BOLCKOW,64427,ANDREW,TRIPLE PLAY,2016,1,14
BLAND CORNER MARKET,203 W COLORADO AVE,BLAND,65014,GASCONADE,TRIPLE PLAY,2016,1,22
A & M MARKET,145 A GRAHAM RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,10
PHILLIPS 66 AT GRAVOIS,2327 GRAVOIS AVE,SAINT LOUIS,63104,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
PRICE CHOPPER 404,701 WATSON DR,KEARNEY,64060,CLAY,TRIPLE PLAY,2016,1,16
